Date,Open,High,Low,Close,Adj Close,Volume,SMA(Open) 10D,SMA(High) 10D,SMA(Low) 10D,SMA(Close) 10D,SMA(Adj Close) 10D,SMA(Volume) 10D
2021-03-01,2110.199951,2112.000000,2062.500000,2101.699951,2094.960693,8159670,2070.2949951,2099.4649412,2043.8900147,2071.5150025,2064.8724853,10960104.2000000
2021-03-02,2122.000000,2130.000000,2089.100098,2106.000000,2099.246826,7915073,2078.5199951,2104.5249510,2049.3000245,2076.1650025,2069.5075683,10763002.2000000
2021-03-03,2121.050049,2219.899902,2107.199951,2202.100098,2195.038818,14733134,2084.6250000,2116.9199461,2054.9600098,2088.0500123,2081.3544677,11140576.8000000
2021-03-04,2180.000000,2189.949951,2157.699951,2175.850098,2168.873047,9892597,2094.1250000,2125.0749510,2064.8199951,2098.8650270,2092.1348144,11269283.4000000
2021-03-05,2156.000000,2211.949951,2153.050049,2178.699951,2171.713623,11773630,2104.0250000,2135.7749510,2074.7949951,2108.7050172,2101.9432372,11366576.0000000
2021-03-08,2168.500000,2231.899902,2168.000000,2191.100098,2184.073975,9002404,2112.8750000,2149.9749510,2092.1000000,2127.0050294,2120.1845580,11168246.7000000
2021-03-09,2200.000000,2213.800049,2146.600098,2191.050049,2184.024170,6993792,2128.0750000,2166.0649657,2105.4000122,2143.7650392,2136.8908202,10684150.7000000
2021-03-10,2207.000000,2215.100098,2170.250000,2181.949951,2174.953369,5316182,2145.7750000,2181.0499755,2119.8100098,2155.8600343,2148.9470458,10716995.4000000
2021-03-12,2195.000000,2206.399902,2123.899902,2137.600098,2130.745605,7783173,2157.6750000,2186.4899657,2124.9000000,2155.1850343,2148.2741942,9886723.0000000
2021-03-15,2140.050049,2148.899902,2080.500000,2108.899902,2102.137451,7706170,2159.9800049,2187.9899657,2125.8800049,2157.4950196,2150.5767577,8927582.5000000
2021-03-16,2114.000000,2126.000000,2095.500000,2100.600098,2093.864258,6402757,2160.3600098,2189.3899657,2129.1800049,2157.3850343,2150.4671142,8751891.2000000
2021-03-17,2098.050049,2103.000000,2035.099976,2055.350098,2048.759277,8865521,2157.9650147,2186.6899657,2123.7799927,2152.3200441,2145.4183593,8846936.0000000
2021-03-18,2072.899902,2084.800049,2001.000000,2009.099976,2002.657593,9528809,2153.1500000,2173.1799804,2113.1599976,2133.0200319,2126.1802368,8326503.5000000
2021-03-19,1991.000000,2095.850098,1982.800049,2082.000000,2075.323730,19284892,2134.2500000,2163.7699951,2095.6700074,2123.6350221,2116.8253051,9265733.0000000
2021-03-22,2071.000000,2074.000000,2033.199951,2062.399902,2055.786621,8571196,2125.7500000,2149.9750000,2083.6849976,2112.0050172,2105.2326049,8945489.6000000
2021-03-23,2061.949951,2109.699951,2056.000000,2087.500000,2080.806152,8039865,2115.0949951,2137.7550049,2072.4849976,2101.6450074,2094.9058226,8849235.7000000
2021-03-24,2079.750000,2079.750000,2040.400024,2047.300049,2040.735107,7763726,2103.0699951,2124.3500000,2061.8649902,2087.2700074,2080.5769163,8926229.1000000
2021-03-25,2054.000000,2054.000000,1985.000000,1991.449951,1985.064087,10153757,2087.7699951,2108.2399902,2043.3399902,2068.2200074,2061.5879881,9409986.6000000
2021-03-26,2012.000000,2013.699951,1973.699951,1994.650024,1988.253906,9313160,2069.4699951,2088.9699951,2028.3199951,2053.9250000,2047.3388182,9562985.3000000
2021-03-30,2008.000000,2048.899902,1991.550049,2029.300049,2022.792847,9433842,2056.2649902,2078.9699951,2019.4250000,2045.9650147,2039.4043578,9735752.5000000
2021-03-31,2018.000000,2049.899902,1999.000000,2003.099976,1996.676758,7499740,2046.6649902,2071.3599853,2009.7750000,2036.2150025,2029.6856078,9845450.8000000
2021-04-01,2018.000000,2030.000000,2003.150024,2021.849976,2015.366699,5410307,2038.6599853,2064.0599853,2006.5800048,2032.8649903,2026.3463500,9499929.4000000
2021-04-05,2024.949951,2025.000000,1962.099976,1992.599976,1986.210449,6864856,2033.8649902,2058.0799804,2002.6900024,2031.2149903,2024.7016356,9233534.1000000
2021-04-06,2004.000000,2004.949951,1969.000000,1984.300049,1977.937134,6465241,2035.1649902,2048.9899657,2001.3099975,2021.4449952,2014.9629760,7951569.0000000
2021-04-07,2000.000000,2046.900024,1993.300049,2002.849976,1996.427612,11198918,2028.0649902,2046.2799681,1997.3200073,2015.4900026,2009.0270751,8214341.2000000
2021-04-08,2011.000000,2022.000000,1993.000000,2005.349976,1998.919556,7092878,2022.9699951,2037.5099730,1991.0200073,2007.2750002,2000.8384155,8119642.5000000
2021-04-09,1998.449951,2006.349976,1980.000000,1982.050049,1975.694336,6478482,2014.8399902,2030.1699706,1984.9800049,2000.7500002,1994.3343384,7991118.1000000
2021-04-12,1959.000000,1961.400024,1900.250000,1911.150024,1905.021729,9646031,2005.3399902,2020.9099730,1976.5050049,1992.7200075,1986.3301026,7940345.5000000
2021-04-13,1924.000000,1940.599976,1917.849976,1931.800049,1925.605469,8958261,1996.5399902,2013.5999755,1970.9200074,1986.4350100,1980.0652589,7904855.6000000
2021-04-15,1926.300049,1961.000000,1913.000000,1944.300049,1938.065430,9102492,1988.3699951,2004.8099853,1963.0650025,1977.9350100,1971.5925172,7871720.6000000
2021-04-16,1936.599976,1949.900024,1926.449951,1932.099976,1925.904541,7225679,1980.2299927,1994.8099975,1955.8099976,1970.8350100,1964.5152955,7844314.5000000
2021-04-19,1904.000000,1916.400024,1890.000000,1901.699951,1895.601929,8527967,1968.8299927,1983.4499999,1944.4949952,1958.8200075,1952.5388185,8156080.5000000
2021-04-20,1910.500000,1919.000000,1890.449951,1901.150024,1895.053833,7939490,1957.3849976,1972.8499999,1937.3299927,1949.6750123,1943.4231569,8263543.9000000
2021-04-22,1892.250000,1914.449951,1876.699951,1906.400024,1900.286987,6687573,1946.2099976,1963.7999999,1928.0999878,1941.8850098,1935.6581422,8285777.1000000
2021-04-23,1906.000000,1918.900024,1895.349976,1904.349976,1898.243408,5459016,1936.8099976,1950.9999999,1918.3049805,1932.0350098,1925.8397218,7711786.9000000
2021-04-26,1920.000000,1962.000000,1911.500000,1937.849976,1931.635986,9620785,1927.7099976,1944.9999999,1910.1549805,1925.2850098,1919.1113648,7964577.6000000
2021-04-27,1940.000000,1997.199951,1938.250000,1988.650024,1982.273193,9226547,1921.8650025,1944.0849974,1905.9799805,1925.9450073,1919.7692505,8239384.1000000
2021-04-28,1997.849976,2008.000000,1980.150024,1997.300049,1990.895508,7902002,1925.7500001,1948.7449950,1913.9699829,1934.5600098,1928.3566284,8064981.2000000
2021-04-29,2022.900024,2044.500000,2007.300049,2024.050049,2017.559692,8035915,1935.6400025,1959.1349974,1922.9149902,1943.7850098,1937.5520507,7972746.6000000
2021-04-30,2008.500000,2036.000000,1987.550049,1994.500000,1988.104370,9150974,1943.8599976,1966.6349974,1930.3699951,1948.8050049,1942.5559447,7977594.8000000
2021-05-03,1966.000000,1979.000000,1943.099976,1959.050049,1952.768188,10909942,1946.8000000,1969.5449950,1932.0349976,1951.5000122,1945.2423094,8346021.1000000
2021-05-04,1950.000000,1967.800049,1911.000000,1916.599976,1910.454224,10083693,1951.4000000,1974.6849975,1934.1349976,1952.9900147,1946.7275389,8501593.7000000
2021-05-05,1923.349976,1938.500000,1908.050049,1920.099976,1913.942993,5719649,1952.6849976,1976.6349975,1935.8950074,1954.8850099,1948.6164549,8279609.6000000
2021-05-06,1921.849976,1935.000000,1906.599976,1931.000000,1924.807983,6749281,1955.6449952,1978.6900024,1938.8850099,1957.3450075,1951.0685545,8285780.4000000
2021-05-07,1937.750000,1955.650024,1926.000000,1931.750000,1925.555664,5671163,1958.8199952,1982.3650024,1941.9500123,1960.0850099,1953.7997801,8306995.1000000
2021-05-10,1939.000000,1946.800049,1920.949951,1926.199951,1920.023438,6433879,1960.7199952,1980.8450073,1942.8950074,1958.9200074,1952.6385253,7988304.5000000
2021-05-11,1915.000000,1938.550049,1910.000000,1933.150024,1926.951172,6220217,1958.2199952,1974.9800171,1940.0700074,1953.3700074,1947.1063232,7687671.5000000
2021-05-12,1930.099976,1932.900024,1907.000000,1913.150024,1907.015259,6081627,1951.4449952,1967.4700195,1932.7550050,1944.9550049,1938.7182983,7505634.0000000
2021-05-14,1928.050049,1942.000000,1906.000000,1937.300049,1931.087891,6134079,1941.9599977,1957.2200195,1922.6250001,1936.2800049,1930.0711182,7315450.4000000
2021-05-17,1937.300049,1963.449951,1930.400024,1960.349976,1954.063843,5479424,1934.8400026,1949.9650146,1916.9099976,1932.8650025,1926.6670655,6948295.4000000
2021-05-18,1981.000000,2002.599976,1972.500000,1987.949951,1981.575317,5567958,1936.3400026,1952.3250122,1919.8500000,1935.7549927,1929.5477784,6414097.0000000
2021-05-19,1980.000000,2016.449951,1972.000000,1997.050049,1990.646240,7530294,1939.3400026,1957.1900024,1925.9500000,1943.8000000,1937.5669800,6158757.1000000
2021-05-20,1997.900024,2010.900024,1981.000000,1985.400024,1979.033569,5271497,1946.7950074,1964.4300048,1933.2449951,1950.3300048,1944.0760376,6113941.9000000
2021-05-21,1992.000000,2009.599976,1986.000000,2002.550049,1996.128662,4977555,1953.8100098,1971.8900024,1941.1849975,1957.4850097,1951.2081055,5936769.3000000
2021-05-24,2008.000000,2009.800049,1982.000000,1985.650024,1979.282837,3946636,1960.8350098,1977.3050049,1946.7849975,1962.8750121,1956.5808228,5764316.6000000
2021-05-25,1996.400024,1997.000000,1960.000000,1963.150024,1956.854980,6821015,1966.5750122,1982.3250000,1950.6900024,1966.5700194,1960.2639770,5803030.2000000
2021-05-26,1975.000000,1979.500000,1965.300049,1970.050049,1963.732910,3452113,1972.5750122,1986.4199951,1956.2200073,1970.2600219,1963.9421508,5526219.8000000
2021-05-27,1970.300049,1993.000000,1962.250000,1976.099976,1969.763428,12377100,1976.5950195,1992.4299927,1961.7450073,1976.5550171,1970.2169677,6155767.1000000
2021-05-28,1990.000000,2105.000000,1990.000000,2094.800049,2088.082764,26060864,1982.7900146,2008.7299927,1970.1450073,1992.3050171,1985.9164550,8148445.6000000
2021-05-31,2102.000000,2191.699951,2085.050049,2160.300049,2153.372803,27285782,1999.2600097,2031.5549927,1985.6100098,2012.3000244,2005.8473510,10329081.4000000
2021-06-01,2166.000000,2202.000000,2146.500000,2168.899902,2161.945068,12928379,2017.7600097,2051.4949951,2003.0100098,2030.3950195,2023.8843261,11065123.5000000
2021-06-02,2157.000000,2209.500000,2157.000000,2201.250000,2194.191406,11366816,2035.4600097,2070.8000000,2021.5100098,2050.8150146,2044.2388427,11448775.7000000
2021-06-03,2221.000000,2250.000000,2196.100098,2209.649902,2202.564453,11064116,2057.7700073,2094.7099976,2043.0200196,2073.2400024,2066.5919311,12028037.6000000
2021-06-04,2214.800049,2216.449951,2184.250000,2190.500000,2183.475830,6677278,2080.0500122,2115.3949951,2062.8450196,2092.0349975,2085.3266479,12198009.9000000
2021-06-07,2202.000000,2242.000000,2185.000000,2227.399902,2220.257568,7539326,2099.4500122,2138.6149902,2083.1450196,2116.2099853,2109.4241210,12557278.9000000
2021-06-08,2226.600098,2227.149902,2198.149902,2214.600098,2207.498779,4464889,2122.4700196,2161.6299804,2106.9600098,2141.3549927,2134.4885009,12321666.3000000
2021-06-09,2219.000000,2221.000000,2157.949951,2175.000000,2168.025635,5265326,2146.8700196,2185.7799804,2126.2250000,2161.8499878,2154.9177734,12502987.6000000
2021-06-10,2193.399902,2230.000000,2177.550049,2183.000000,2176.000000,6532832,2169.1800049,2209.4799804,2147.7550049,2182.5399902,2175.5414306,11918560.8000000
2021-06-11,2182.899902,2228.000000,2180.100098,2213.149902,2213.149902,6351520,2188.4699951,2221.7799804,2166.7650147,2194.3749755,2188.0481444,9947626.4000000
2021-06-14,2215.000000,2258.250000,2195.050049,2244.899902,2244.899902,9383416,2199.7699951,2228.4349853,2177.7650147,2202.8349608,2197.2008543,8157389.8000000
2021-06-15,2261.000000,2274.899902,2240.300049,2250.000000,2250.000000,7002898,2209.2699951,2235.7249755,2187.1450196,2210.9449706,2206.0063475,7564841.7000000
2021-06-16,2244.899902,2247.050049,2205.850098,2211.600098,2211.600098,4982975,2218.0599853,2239.4799804,2192.0300294,2211.9799804,2207.7472167,6926457.6000000
2021-06-17,2200.000000,2235.000000,2179.899902,2215.649902,2215.649902,7266765,2215.9599853,2237.9799804,2190.4100098,2212.5799804,2209.0557616,6546722.5000000
2021-06-18,2225.500000,2235.000000,2184.350098,2225.649902,2225.649902,13553801,2217.0299804,2239.8349853,2190.4200196,2216.0949706,2213.2731688,7234374.8000000
2021-06-21,2203.500000,2247.500000,2200.149902,2237.250000,2237.250000,5624044,2217.1799804,2240.3849853,2191.9350098,2217.0799804,2214.9724120,7042846.6000000
2021-06-22,2254.000000,2261.000000,2219.350098,2225.750000,2225.750000,5940386,2219.9199706,2243.7699951,2194.0550294,2218.1949706,2216.7975341,7190396.3000000
2021-06-23,2250.000000,2250.600098,2201.699951,2205.350098,2205.350098,7685796,2223.0199706,2246.7300049,2198.4300294,2221.2299804,2220.5299804,7432443.3000000
2021-06-24,2206.850098,2214.600098,2140.000000,2153.500000,2153.500000,42209687,2224.3649902,2245.1900147,2194.6750245,2218.2799804,2218.2799804,11000128.8000000
2021-06-25,2153.500000,2153.500000,2081.100098,2104.449951,2104.449951,25546334,2221.4250000,2237.7400147,2184.7750245,2207.4099853,2207.4099853,12919610.2000000
2021-06-28,2122.000000,2126.500000,2081.000000,2086.000000,2086.000000,9357852,2212.1250000,2224.5650147,2173.3700196,2191.5199951,2191.5199951,12917053.8000000
2021-06-29,2089.500000,2109.000000,2084.100098,2087.800049,2087.800049,12526981,2194.9750000,2207.9750245,2157.7500245,2175.3000000,2175.3000000,13469462.1000000
2021-06-30,2096.250000,2122.649902,2091.050049,2110.649902,2110.649902,9120556,2180.1100098,2195.5350098,2146.2700196,2165.2049804,2165.2049804,13883220.2000000
2021-07-01,2118.000000,2123.149902,2095.000000,2097.949951,2097.949951,5784627,2171.9100098,2184.3500000,2137.7800294,2153.4349853,2153.4349853,13735006.4000000
2021-07-02,2097.000000,2132.899902,2092.949951,2129.050049,2129.050049,6500973,2159.0600098,2174.1399902,2128.6400147,2143.7750000,2143.7750000,13029723.6000000
2021-07-05,2136.449951,2153.550049,2131.500000,2150.199951,2150.199951,5400604,2152.3550049,2164.7449951,2121.7750245,2135.0699951,2135.0699951,13007379.6000000
2021-07-06,2144.949951,2148.899902,2120.199951,2124.800049,2124.800049,4646312,2141.4500000,2153.5349853,2111.8600098,2124.9750000,2124.9750000,12877972.2000000
